Tev,COP,CR,Tco-Tev
-85,3.5161247755268317,6.350077595360614,45
-40,3.7579192135785755,3.4578874253961724,45
-30,3.617671431530972,3.1715681668702436,45
-20,3.2629793396602675,2.947801618009145,45
-175,1.7254895932609833,821.0,50
-170,1.8108159811868934,627.5,50
-165,1.895584401454915,372.6,50
-160,1.9797729182721984,207.0,50
-155,2.0633158836392558,140.48148148148147,50
-150,2.1461743943106217,96.85185185185185,50
-145,2.227808908786428,68.62135922330096,50
-140,2.3089866132182,50.702702702702695,50
-135,2.3889830489399673,38.74367088607595,50
-130,2.467953123165831,30.329479768786126,50
-120,2.620673614296697,19.914741035856576,50
-110,2.7665667017284696,14.07543664065403,50
-100,2.902189588104818,10.551242829827917,50
-90,3.024526665920449,8.288272921108742,50
-80,3.1293186130350334,6.761323931135252,50
-78,3.1478679631713944,6.516322528550005,50
-76,3.1654379349803943,6.288113356074521,50
-74,3.1811165656220877,6.074931814919374,50
-72,3.197430885227594,5.874896183940203,50
-70,3.2111538704182743,5.687592525907253,50
-66,3.235128385146274,5.346838344344075,50
-64,3.2440192279607096,5.191699236925367,50
-62,3.252939453886236,5.045464943383278,50
-60,3.258627668939105,4.907463632283444,50
-58,3.2631349703272163,4.777577030128424,50
-56,3.2664738674337275,4.654817628835674,50
-54,3.2667635364219016,4.538876187679595,50
-52,3.2651349626545447,4.429161471321695,50
-50,3.260081796255085,4.325063878368337,50
-40,3.1916246236471655,3.8809425807779383,50
-30,2.996984639200807,3.5380062012590434,50
-20,2.448470798202397,3.2747801618009147,50
-175,1.388286387827798,1863.0,60
-170,1.4561720757590177,1345.5,60
-165,1.5234346628526094,758.5999999999999,60
-160,1.590130879576822,402.30769230769226,60
-155,1.6559875753129585,261.77777777777777,60
-150,1.7211323687509537,173.7037037037037,60
-145,1.7852007760801025,118.8640776699029,60
-140,1.8484752048638284,85.08648648648648,60
-130,1.9710749290155392,48.15606936416185,60
-120,2.0876310470686894,30.180876494023902,60
-110,2.196038448236106,20.50650315867707,60
-100,2.293462405082594,14.865009560229444,60
-90,2.3771096625679484,11.346481876332623,60
-80,2.441453595807926,9.03055714376469,60
-76,2.4609137218466657,8.324849120965625,60
-74,2.468070206866788,8.008517153930809,60
-72,2.47471460251372,7.712986842680422,60
-70,2.479928319637826,7.437282439082943,60
-68,2.483005427989245,7.179600073381031,60
-66,2.4855289477648808,6.9384522043953085,60
-64,2.4855021964758985,6.712575221787953,60
-62,2.4850562389920676,6.500629074688323,60
-60,2.480488660479336,6.3011854159516325,60
-50,2.4259034509190225,5.467625899280575,60
-40,2.2745215206657723,4.843460588598478,60
-30,1.8493576708691186,4.373860753546932,60
